Concept-Jap,Concept,Location,Form,FormStandardised,CognateCode,FormCode,CognateDetectionMethod,Notes,Ideophone,CodingNotes,DoubleChecked,Revisit
tyikatyika-TV,STINGING (PAIN)-1,37-Yamaguchi,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,38-Tokushima,syiwasyiwa/syibasyiba,syibasyiba/syiwasyiwa,f,f,,,expressive,"this is from syiba crease, because you crinkle your eyes. It's a reduplication, not an ideophone, hence the b/w alternation which is just a pronunciation varient and no meaning change",yes,
tyikatyika-TV,STINGING (PAIN)-1,39-Kagawa,patyipatyi,patyipatyi,e,e,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,39-Kagawa,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,40-Ehime,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,41-Koochi,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,42-Fukuoka,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,43-Saga,tyikaNtyikaN,tyikaNtyikaN,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,44-Nagasaki,tyikaatyika/tyikatyika,tyikaatyika/tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,45-Kumamoto,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,46-Oita,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,47-Miyazaki,tyiQkatyika,tyiQkatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,48-Kagoshima,tyiQkatyiQka/tyiQkaNtyiQkaN/tyikatyika,tyiQkatyiQka/tyiQkaNtyiQkaN/tyikatyika,i,i,,,yes,,yes,
tyikatyika-TV,STINGING (PAIN)-1,49-Okinawa,tyikatyika,tyikatyika,i,i,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,01-Hokkaido-coastal,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,02-Hokkaido-inland,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,03-Aomori-Tsugaru,kigakiga,kigakiga,b,b,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,04-Aomori-Nambu,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,05-Iwate,mee hiQkuuta,mee hiQkuuta,NA,NA,,means can't open your eyes,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,06-Miyagi,tsukatsuka,tsukatsuka,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,07-Akita,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,08-Yamagata,me agaNne,me agaNne,NA,NA,,means can't open your eyes,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,09-Fukushima,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,10-Ibaraki,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,11-Tochigi,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,12-Gunma,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,13-Saitama,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,14-Chiba,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,15-Tokyo,me aketeraNnai,me aketeraNnai,NA,NA,,means can't open your eyes,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,16-Kanagawa,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,17-Niigata,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,18-Toyama,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,19-Ishikawa,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,20-Fukui,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,20-Fukui,tyiratsuku,tyiratsuku,e,e,,,derived,,yes,
tyikatyika-sun,STINGING (PAIN)-2,21-Yamanashi,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,22-Nagano,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,23-Gifu,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,24-Shizuoka,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,25-Aichi,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,26-Mie,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,27-Shiga,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,28-Kyoto,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,29-Osaka,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,30-Hyoogo,tyikaatyika,tyikaatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,31-Nara,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,32-Wakayama,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,33-Tottori,kitsuu,kitsuu,c,c,,,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,34-Shimane,tsYQkatsYQka,tsYQkatsYQka,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,35-Okayama,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,36-Hiroshima,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,36-Hiroshima,kurakura,kurakura,d,d,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,37-Yamaguchi,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,38-Tokushima,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,39-Kagawa,me akaN,me akaN,NA,NA,,means can't open your eyes,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,40-Ehime,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,41-Koochi,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,42-Fukuoka,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,43-Saga,tyikaatyika/tyikatyikatyika,tyikaatyika/tyikatyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,44-Nagasaki,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,45-Kumamoto,dyikadyika,dyikadyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,46-Oita,me akakaraN,me akakaraN,NA,NA,,means can't open your eyes,no,,yes,
tyikatyika-sun,STINGING (PAIN)-2,47-Miyazaki,tyikatyika,tyikatyika,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,48-Kagoshima,tyiQkatyiQka/tyiQkaNtyiQkaN,tyiQkatyiQka/tyiQkaNtyiQkaN,a,a,,,yes,,yes,
tyikatyika-sun,STINGING (PAIN)-2,49-Okinawa,tyiraatyiraa,tyiraatyiraa,e,e,,,yes,,yes,
koi,STRONG (TASTE),01-Hokkaido-coastal,koi,koi,a,a,,,no,,,
koi,STRONG (TASTE),02-Hokkaido-inland,koi,koi,a,a,,,no,,,
koi,STRONG (TASTE),03-Aomori-Tsugaru,koi,koi,a,a,,,no,,,
koi,STRONG (TASTE),04-Aomori-Nambu,koNmiri,koNmiri,b,b,,,yes,,,
koi,STRONG (TASTE),05-Iwate,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),06-Miyagi,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),07-Akita,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),08-Yamagata,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),09-Fukushima,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),10-Ibaraki,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),11-Tochigi,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),12-Gunma,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),13-Saitama,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),14-Chiba,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),15-Tokyo,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),16-Kanagawa,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),17-Niigata,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),18-Toyama,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),18-Toyama,kudoi,kudoi,a,a,,,,,,
koi,STRONG (TASTE),19-Ishikawa,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),20-Fukui,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),21-Yamanashi,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),22-Nagano,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),23-Gifu,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),24-Shizuoka,kooi,kooi,a,a,,,,,,
koi,STRONG (TASTE),25-Aichi,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),26-Mie,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),27-Shiga,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),27-Shiga,koyui,koyui,a,a,,,,,,
koi,STRONG (TASTE),28-Kyoto,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),29-Osaka,koku-no aru,koku-no aru,a,a,,,,,,
koi,STRONG (TASTE),29-Osaka,koyui,koyui,a,a,,,,,,
koi,STRONG (TASTE),30-Hyoogo,koii,koii,a,a,,,,,,
koi,STRONG (TASTE),31-Nara,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),32-Wakayama,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),33-Tottori,kooi/kooii,kooi/kooii,a,a,,,,,,
koi,STRONG (TASTE),34-Shimane,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),35-Okayama,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),36-Hiroshima,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),37-Yamaguchi,koii,koii,a,a,,,,,,
koi,STRONG (TASTE),38-Tokushima,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),39-Kagawa,koimeno,koimeno,a,a,,,,,,
koi,STRONG (TASTE),40-Ehime,koi/koii,koi/koii,a,a,,,,,,
koi,STRONG (TASTE),41-Koochi,kozyaN,kozyaN,c,c,,,yes,,,
koi,STRONG (TASTE),42-Fukuoka,koika,koika,a,a,,,,,,
koi,STRONG (TASTE),43-Saga,koika,koika,a,a,,,,,,
koi,STRONG (TASTE),44-Nagasaki,koyuka/koika,koyuka/koika,a,a,,,,,,
koi,STRONG (TASTE),45-Kumamoto,koika,koika,a,a,,,,,,
koi,STRONG (TASTE),46-Oita,koii,koii,a,a,,,,,,
koi,STRONG (TASTE),47-Miyazaki,koi,koi,a,a,,,,,,
koi,STRONG (TASTE),48-Kagoshima,koi/koyuka/koika,koi/koyuka/koika,a,a,,,,,,
koi,STRONG (TASTE),49-Okinawa,hataseenu,hataseenu,d,d,,probably this is katai,,,,
maNpuku,STUFFED (FULL OF FOOD),01-Hokkaido-coastal,iQpe/iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),02-Hokkaido-inland,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),03-Aomori-Tsugaru,kitsu,kitsui,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),03-Aomori-Tsugaru,tyisegunaQta,tyise,n,n,,,,,,
maNpuku,STUFFED (FULL OF FOOD),04-Aomori-Nambu,tsuyagunaQta,tsuyai,NA,NA,,this just means painful,,,,
maNpuku,STUFFED (FULL OF FOOD),05-Iwate,iQkiraiQkira,iQkiraiQkira,z,z,,this is an ideophone for difficulty breathing for reasons like because you are so full,,,,
maNpuku,STUFFED (FULL OF FOOD),06-Miyagi,kuQtsugunaQta,kuQtsui,g,g,tokugawa_2001,,,,,
maNpuku,STUFFED (FULL OF FOOD),07-Akita,tyiEgunaQta,tyiE,m,m,tokugawa_2002,,,,,
maNpuku,STUFFED (FULL OF FOOD),08-Yamagata,kuQtsugunaQta,kuQtsui,g,g,tokugawa_2003,,,,,
maNpuku,STUFFED (FULL OF FOOD),09-Fukushima,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),09-Fukushima,kuQtyii,kuQtyii,g,g,tokugawa_2004,,,,,
maNpuku,STUFFED (FULL OF FOOD),10-Ibaraki,iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),11-Tochigi,kutyikunaQta,kutyii,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),12-Gunma,kutyikunaQta,kutyii,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),13-Saitama,iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),13-Saitama,kutyikutetsuree,kutyikutetsuree,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),14-Chiba,iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),15-Tokyo,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),15-Tokyo,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),15-Tokyo,paNpaN,paNpaN,j,j,,,,,,
maNpuku,STUFFED (FULL OF FOOD),16-Kanagawa,iQpai/iQpee,iQpai/iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),16-Kanagawa,paNpaN,paNpaN,j,j,,,,,,
maNpuku,STUFFED (FULL OF FOOD),17-Niigata,kuQtyee,kuQtyee,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),18-Toyama,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),19-Ishikawa,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),20-Fukui,onaka fukureta,onaka fukureta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),20-Fukui,onaka haQta,onaka haQta,NA,NA,,haru can mean swell,,,,
maNpuku,STUFFED (FULL OF FOOD),21-Yamanashi,ibikeru,ibikeru,d,d,,,,,,
maNpuku,STUFFED (FULL OF FOOD),21-Yamanashi,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),21-Yamanashi,kutyii/kuQtyii,kutyii/kuQtyii,g,g,,,,,,
maNpuku,STUFFED (FULL OF FOOD),22-Nagano,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),22-Nagano,onaka-ga fukuresugite,onaka-ga fukuresugite,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),23-Gifu,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),24-Shizuoka,hoteQpara,hoteQpara,c,c,,,,,,
maNpuku,STUFFED (FULL OF FOOD),25-Aichi,iQpaee,iQpaee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),26-Mie,onaka ookii naQta,onaka ookii naQta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),26-Mie,onaka-ga fukureta,onaka-ga fukureta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),27-Shiga,onaka dooN to syita,dooN,i,i,,,,,,
maNpuku,STUFFED (FULL OF FOOD),28-Kyoto,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),29-Osaka,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),30-Hyoogo,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),31-Nara,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),31-Nara,onaka oQki naQta,onaka oQki naQta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),32-Wakayama,haramaN,haramaN,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),32-Wakayama,paNpaN,paNpaN,j,j,,,,,,
maNpuku,STUFFED (FULL OF FOOD),32-Wakayama,onaka tabutabu,tabutabu,l,l,,this is an older word,,,,
maNpuku,STUFFED (FULL OF FOOD),33-Tottori,paNpaN,paNpaN,j,j,,,,,,
maNpuku,STUFFED (FULL OF FOOD),34-Shimane,onaka-ga futoQta,onaka-ga futoQta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),35-Okayama,iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),36-Hiroshima,onaka-ga futoQta,onaka-ga futoQta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),36-Hiroshima,onaka-ga okita,onaka-ga okita,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),37-Yamaguchi,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),37-Yamaguchi,onaka-ga futoo-na,onaka-ga futoo-na,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),38-Tokushima,onaka okita,onaka okita,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),39-Kagawa,paNpaN,paNpaN,j,j,,,,,,
maNpuku,STUFFED (FULL OF FOOD),39-Kagawa,onaka ga okita,onaka ga okita,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),40-Ehime,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),40-Ehime,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),41-Koochi,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),42-Fukuoka,doQkiri,doQkiri,a,a,,,,,,
maNpuku,STUFFED (FULL OF FOOD),42-Fukuoka,iQpee/ipai,iQpee/ipai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),43-Saga,iiQpai/iQpai,iiQpai/iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),43-Saga,hara futoo naQta,hara futoo naQta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),44-Nagasaki,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),45-Kumamoto,iQpai,iQpai,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),46-Oita,iQpee,iQpee,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),47-Miyazaki,iQpe,iQpe,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),48-Kagoshima,maNpuku,maNpuku,b,b,,,,,,
maNpuku,STUFFED (FULL OF FOOD),48-Kagoshima,iQpe,iQpe,e,e,,,,,,
maNpuku,STUFFED (FULL OF FOOD),48-Kagoshima,onaka fukureta,onaka fukureta,NA,NA,,,,,,
maNpuku,STUFFED (FULL OF FOOD),49-Okinawa,supaara,supaara,k,k,,this is an adverb meaning maNpuku-ni ,,,,
suu,SUCK,01-Hokkaido-coastal,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,02-Hokkaido-inland,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,03-Aomori-Tsugaru,su,su,a,a,,,maybe,,yes,
suu,SUCK,04-Aomori-Nambu,suru,suru,a,a,,,maybe,,yes,
suu,SUCK,05-Iwate,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,06-Miyagi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,07-Akita,su,su,a,a,,,maybe,,yes,
suu,SUCK,08-Yamagata,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,09-Fukushima,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,10-Ibaraki,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,11-Tochigi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,12-Gunma,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,13-Saitama,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,14-Chiba,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,15-Tokyo,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,16-Kanagawa,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,17-Niigata,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,18-Toyama,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,19-Ishikawa,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,20-Fukui,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,21-Yamanashi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,22-Nagano,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,23-Gifu,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,24-Shizuoka,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,25-Aichi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,26-Mie,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,27-Shiga,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,28-Kyoto,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,29-Osaka,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,30-Hyoogo,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,31-Nara,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,32-Wakayama,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,33-Tottori,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,34-Shimane,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,35-Okayama,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,36-Hiroshima,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,37-Yamaguchi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,38-Tokushima,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,39-Kagawa,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,40-Ehime,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,41-Koochi,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,42-Fukuoka,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,43-Saga,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,44-Nagasaki,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,45-Kumamoto,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,46-Oita,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,47-Miyazaki,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,48-Kagoshima,su:,suu,a,a,,,maybe,,yes,
suu,SUCK,49-Okinawa,supujuN,supujuN,a,a,,,maybe,,yes,
amai,SWEET,01-Hokkaido-coastal,amai,amai,a,a,,,,,,
amai,SWEET,02-Hokkaido-inland,amai,amai,a,a,,,,,,
amai,SWEET,03-Aomori-Tsugaru,me,me,b,b,,this is umai,,,,
amai,SWEET,04-Aomori-Nambu,amee,amee,a,a,,,,,,
amai,SWEET,05-Iwate,ama,ama,a,a,,,,,,
amai,SWEET,06-Miyagi,amaQkoi,amaQkoi,a,a,,,,,,
amai,SWEET,07-Akita,amA,amA,a,a,,,,,,
amai,SWEET,08-Yamagata,amagoi,amagoi,a,a,,,,,,
amai,SWEET,09-Fukushima,amai,amai,a,a,,,,,,
amai,SWEET,10-Ibaraki,amai,amai,a,a,,,,,,
amai,SWEET,11-Tochigi,aNmai,aNmai,a,a,,,,,,
amai,SWEET,12-Gunma,amee,amee,a,a,,,,,,
amai,SWEET,13-Saitama,amee,amee,a,a,,,,,,
amai,SWEET,14-Chiba,amee,amee,a,a,,,,,,
amai,SWEET,15-Tokyo,amai,amai,a,a,,,,,,
amai,SWEET,16-Kanagawa,amai/amee,amai/amee,a,a,,,,,,
amai,SWEET,17-Niigata,aamakke,aamakke,a,a,,,,,,
amai,SWEET,18-Toyama,amai,amai,a,a,,,,,,
amai,SWEET,19-Ishikawa,amai,amai,a,a,,,,,,
amai,SWEET,20-Fukui,amai,amai,a,a,,,,,,
amai,SWEET,21-Yamanashi,amai,amai,a,a,,,,,,
amai,SWEET,22-Nagano,amai,amai,a,a,,,,,,
amai,SWEET,23-Gifu,amai,amai,a,a,,,,,,
amai,SWEET,24-Shizuoka,aaNmAA,aaNmAA,a,a,,,,,,
amai,SWEET,25-Aichi,amAA,amAA,a,a,,,,,,
amai,SWEET,26-Mie,amai,amai,a,a,,,,,,
amai,SWEET,27-Shiga,amai,amai,a,a,,,,,,
amai,SWEET,28-Kyoto,amai,amai,a,a,,,,,,
amai,SWEET,29-Osaka,amai,amai,a,a,,,,,,
amai,SWEET,30-Hyoogo,amai,amai,a,a,,,,,,
amai,SWEET,31-Nara,amai,amai,a,a,,,,,,
amai,SWEET,32-Wakayama,amatyityikoi/amatyikoi,amatyityikoi/amatyikoi,a,a,,,,,,
amai,SWEET,33-Tottori,aamai,aamai,a,a,,,,,,
amai,SWEET,34-Shimane,ame,ame,a,a,,,,,,
amai,SWEET,35-Okayama,amee,amee,a,a,,,,,,
amai,SWEET,36-Hiroshima,amaa,amaa,a,a,,,,,,
amai,SWEET,37-Yamaguchi,amai,amai,a,a,,,,,,
amai,SWEET,38-Tokushima,amai,amai,a,a,,,,,,
amai,SWEET,39-Kagawa,amai,amai,a,a,,,,,,
amai,SWEET,40-Ehime,amai,amai,a,a,,,,,,
amai,SWEET,41-Koochi,amai,amai,a,a,,,,,,
amai,SWEET,42-Fukuoka,amaka,amaka,a,a,,,,,,
amai,SWEET,43-Saga,amaka,amaka,a,a,,,,,,
amai,SWEET,44-Nagasaki,amaka,amaka,a,a,,,,,,
amai,SWEET,45-Kumamoto,amaka,amaka,a,a,,,,,,
amai,SWEET,46-Oita,amee,amee,a,a,,,,,,
amai,SWEET,47-Miyazaki,ameQ,ameQ,a,a,,,,,,
amai,SWEET,48-Kagoshima,amaka,amaka,a,a,,,,,,
amai,SWEET,49-Okinawa,amasee,amasee,a,a,,,,,,
saku,TEAR,01-Hokkaido-coastal,janburu,janburu,b,b,,,,,yes,
saku,TEAR,02-Hokkaido-inland,saku,saku,a,a,,,,,yes,
saku,TEAR,03-Aomori-Tsugaru,sagu,sagu,a,a,,,,,yes,
saku,TEAR,04-Aomori-Nambu,sagu,sagu,a,a,,,,,yes,
saku,TEAR,05-Iwate,sagu,sagu,a,a,,,,,yes,
saku,TEAR,06-Miyagi,fuQtsaku,fuQtsaku,a,a,tokugawa_2002,corresponds to hiQsaku,,,yes,
saku,TEAR,07-Akita,sagu,sagu,a,a,,,,,yes,
saku,TEAR,08-Yamagata,sagu,sagu,a,a,,,,,yes,
